long_province,long_district,long_ward,ward_level
Tỉnh Điện Biên,Huyện Tủa Chùa,Xã Lao Xả Phình,Xã
Tỉnh Điện Biên,Huyện Tủa Chùa,Xã Tả Phìn,Xã
Tỉnh Điện Biên,Huyện Tủa Chùa,Xã Tủa Thàng,Xã
Tỉnh Điện Biên,Huyện Tủa Chùa,Xã Trung Thu,Xã
Tỉnh Điện Biên,Huyện Tủa Chùa,Xã Sính Phình,Xã
Tỉnh Điện Biên,Huyện Tủa Chùa,Xã Sáng Nhè,Xã
Tỉnh Điện Biên,Huyện Tủa Chùa,Xã Mường Đun,Xã
Tỉnh Điện Biên,Huyện Tủa Chùa,Xã Mường Báng,Xã
Tỉnh Điện Biên,Huyện Tuần Giáo,Thị trấn Tuần Giáo,Thị trấn
Tỉnh Điện Biên,Huyện Tuần Giáo,Xã Phình Sáng,Xã
Tỉnh Điện Biên,Huyện Tuần Giáo,Xã Rạng Đông,Xã
Tỉnh Điện Biên,Huyện Tuần Giáo,Xã Mùn Chung,Xã
Tỉnh Điện Biên,Huyện Tuần Giáo,Xã Nà Tòng,Xã
Tỉnh Điện Biên,Huyện Tuần Giáo,Xã Ta Ma,Xã
Tỉnh Điện Biên,Huyện Tuần Giáo,Xã Mường Mùn,Xã
Tỉnh Điện Biên,Huyện Tuần Giáo,Xã Pú Xi,Xã
Tỉnh Điện Biên,Huyện Tuần Giáo,Xã Pú Nhung,Xã
Tỉnh Điện Biên,Huyện Tuần Giáo,Xã Quài Nưa,Xã
Tỉnh Điện Biên,Huyện Tuần Giáo,Xã Mường Thín,Xã
Tỉnh Điện Biên,Huyện Tuần Giáo,Xã Tỏa Tình,Xã
Tỉnh Điện Biên,Huyện Tuần Giáo,Xã Nà Sáy,Xã
Tỉnh Điện Biên,Huyện Tuần Giáo,Xã Mường Khong,Xã
Tỉnh Điện Biên,Huyện Tuần Giáo,Xã Quài Cang,Xã
Tỉnh Điện Biên,Huyện Tuần Giáo,Xã Quài Tở,Xã
Tỉnh Điện Biên,Huyện Tuần Giáo,Xã Chiềng Sinh,Xã
Tỉnh Điện Biên,Huyện Tuần Giáo,Xã Chiềng Đông,Xã
Tỉnh Điện Biên,Huyện Tuần Giáo,Xã Tênh Phông,Xã
Tỉnh Điện Biên,Huyện Điện Biên,Xã Mường Pồn,Xã
Tỉnh Điện Biên,Huyện Điện Biên,Xã Thanh Nưa,Xã
Tỉnh Điện Biên,Huyện Điện Biên,Xã Hua Thanh,Xã
Tỉnh Điện Biên,Huyện Điện Biên,Xã Thanh Luông,Xã
Tỉnh Điện Biên,Huyện Điện Biên,Xã Thanh Hưng,Xã
Tỉnh Điện Biên,Huyện Điện Biên,Xã Thanh Xương,Xã
Tỉnh Điện Biên,Huyện Điện Biên,Xã Thanh Chăn,Xã
Tỉnh Điện Biên,Huyện Điện Biên,Xã Pa Thơm,Xã
Tỉnh Điện Biên,Huyện Điện Biên,Xã Thanh An,Xã
Tỉnh Điện Biên,Huyện Điện Biên,Xã Thanh Yên,Xã
Tỉnh Điện Biên,Huyện Điện Biên,Xã Noong Luống,Xã
Tỉnh Điện Biên,Huyện Điện Biên,Xã Noọng Hẹt,Xã
Tỉnh Điện Biên,Huyện Điện Biên,Xã Sam Mứn,Xã
Tỉnh Điện Biên,Huyện Điện Biên,Xã Pom Lót,Xã
Tỉnh Điện Biên,Huyện Điện Biên,Xã Núa Ngam,Xã
Tỉnh Điện Biên,Huyện Điện Biên,Xã Hẹ Muông,Xã
Tỉnh Điện Biên,Huyện Điện Biên,Xã Na Ư,Xã
Tỉnh Điện Biên,Huyện Điện Biên,Xã Mường Nhà,Xã
Tỉnh Điện Biên,Huyện Điện Biên,Xã Na Tông,Xã
Tỉnh Điện Biên,Huyện Điện Biên,Xã Mường Lói,Xã
Tỉnh Điện Biên,Huyện Điện Biên,Xã Phu Luông,Xã
Tỉnh Điện Biên,Huyện Điện Biên Đông,Thị trấn Điện Biên Đông,Thị trấn
Tỉnh Điện Biên,Huyện Điện Biên Đông,Xã Na Son,Xã
Tỉnh Điện Biên,Huyện Điện Biên Đông,Xã Phì Nhừ,Xã
Tỉnh Điện Biên,Huyện Điện Biên Đông,Xã Chiềng Sơ,Xã
Tỉnh Điện Biên,Huyện Điện Biên Đông,Xã Mường Luân,Xã
Tỉnh Điện Biên,Huyện Điện Biên Đông,Xã Pú Nhi,Xã
Tỉnh Điện Biên,Huyện Điện Biên Đông,Xã Nong U,Xã
Tỉnh Điện Biên,Huyện Điện Biên Đông,Xã Xa Dung,Xã
Tỉnh Điện Biên,Huyện Điện Biên Đông,Xã Keo Lôm,Xã
Tỉnh Điện Biên,Huyện Điện Biên Đông,Xã Luân Giới,Xã
Tỉnh Điện Biên,Huyện Điện Biên Đông,Xã Phình Giàng,Xã
Tỉnh Điện Biên,Huyện Điện Biên Đông,Xã Pú Hồng,Xã
Tỉnh Điện Biên,Huyện Điện Biên Đông,Xã Tìa Dình,Xã
Tỉnh Điện Biên,Huyện Điện Biên Đông,Xã Háng Lìa,Xã
Tỉnh Điện Biên,Huyện Mường Ảng,Thị trấn Mường Ảng,Thị trấn
Tỉnh Điện Biên,Huyện Mường Ảng,Xã Mường Đăng,Xã
Tỉnh Điện Biên,Huyện Mường Ảng,Xã Ngối Cáy,Xã
Tỉnh Điện Biên,Huyện Mường Ảng,Xã Ẳng Tở,Xã
Tỉnh Điện Biên,Huyện Mường Ảng,Xã Búng Lao,Xã
Tỉnh Điện Biên,Huyện Mường Ảng,Xã Xuân Lao,Xã
Tỉnh Điện Biên,Huyện Mường Ảng,Xã Ẳng Nưa,Xã
Tỉnh Điện Biên,Huyện Mường Ảng,Xã Ẳng Cang,Xã
Tỉnh Điện Biên,Huyện Mường Ảng,Xã Nặm Lịch,Xã
Tỉnh Điện Biên,Huyện Mường Ảng,Xã Mường Lạn,Xã
Tỉnh Điện Biên,Huyện Nậm Pồ,Xã Nậm Tin,Xã
Tỉnh Điện Biên,Huyện Nậm Pồ,Xã Pa Tần,Xã
Tỉnh Điện Biên,Huyện Nậm Pồ,Xã Chà Cang,Xã
Tỉnh Điện Biên,Huyện Nậm Pồ,Xã Na Cô Sa,Xã
Tỉnh Điện Biên,Huyện Nậm Pồ,Xã Nà Khoa,Xã
Tỉnh Điện Biên,Huyện Nậm Pồ,Xã Nà Hỳ,Xã
Tỉnh Điện Biên,Huyện Nậm Pồ,Xã Nà Bủng,Xã
Tỉnh Điện Biên,Huyện Nậm Pồ,Xã Nậm Nhừ,Xã
Tỉnh Điện Biên,Huyện Nậm Pồ,Xã Nậm Chua,Xã
Tỉnh Điện Biên,Huyện Nậm Pồ,Xã Nậm Khăn,Xã
Tỉnh Điện Biên,Huyện Nậm Pồ,Xã Chà Tở,Xã
Tỉnh Điện Biên,Huyện Nậm Pồ,Xã Vàng Đán,Xã
Tỉnh Điện Biên,Huyện Nậm Pồ,Xã Chà Nưa,Xã
Tỉnh Điện Biên,Huyện Nậm Pồ,Xã Phìn Hồ,Xã
Tỉnh Điện Biên,Huyện Nậm Pồ,Xã Si Pa Phìn,Xã
Tỉnh Lai Châu,Thành phố Lai Châu,Phường Quyết Thắng,Phường
Tỉnh Lai Châu,Thành phố Lai Châu,Phường Tân Phong,Phường
Tỉnh Lai Châu,Thành phố Lai Châu,Phường Quyết Tiến,Phường
Tỉnh Lai Châu,Thành phố Lai Châu,Phường Đoàn Kết,Phường
Tỉnh Lai Châu,Thành phố Lai Châu,Xã Sùng Phài,Xã
Tỉnh Lai Châu,Thành phố Lai Châu,Phường Đông Phong,Phường
Tỉnh Lai Châu,Thành phố Lai Châu,Xã San Thàng,Xã
Tỉnh Lai Châu,Huyện Tam Đường,Thị trấn Tam Đường,Thị trấn
Tỉnh Lai Châu,Huyện Tam Đường,Xã Thèn Sin,Xã
Tỉnh Lai Châu,Huyện Tam Đường,Xã Tả Lèng,Xã
Tỉnh Lai Châu,Huyện Tam Đường,Xã Giang Ma,Xã
Tỉnh Lai Châu,Huyện Tam Đường,Xã Hồ Thầu,Xã
Tỉnh Lai Châu,Huyện Tam Đường,Xã Bình Lư,Xã
Tỉnh Lai Châu,Huyện Tam Đường,Xã Sơn Bình,Xã
Tỉnh Lai Châu,Huyện Tam Đường,Xã Nùng Nàng,Xã
Tỉnh Lai Châu,Huyện Tam Đường,Xã Bản Giang,Xã
Tỉnh Lai Châu,Huyện Tam Đường,Xã Bản Hon,Xã
Tỉnh Lai Châu,Huyện Tam Đường,Xã Bản Bo,Xã
Tỉnh Lai Châu,Huyện Tam Đường,Xã Nà Tăm,Xã
Tỉnh Lai Châu,Huyện Tam Đường,Xã Khun Há,Xã
Tỉnh Lai Châu,Huyện Mường Tè,Thị trấn Mường Tè,Thị trấn
Tỉnh Lai Châu,Huyện Mường Tè,Xã Thu Lũm,Xã
Tỉnh Lai Châu,Huyện Mường Tè,Xã Ka Lăng,Xã
Tỉnh Lai Châu,Huyện Mường Tè,Xã Tá Bạ,Xã
Tỉnh Lai Châu,Huyện Mường Tè,Xã Pa ủ,Xã
Tỉnh Lai Châu,Huyện Mường Tè,Xã Mường Tè,Xã
Tỉnh Lai Châu,Huyện Mường Tè,Xã Pa Vệ Sử,Xã
Tỉnh Lai Châu,Huyện Mường Tè,Xã Mù Cả,Xã
Tỉnh Lai Châu,Huyện Mường Tè,Xã Bum Tở,Xã
Tỉnh Lai Châu,Huyện Mường Tè,Xã Nậm Khao,Xã
Tỉnh Lai Châu,Huyện Mường Tè,Xã Tà Tổng,Xã
Tỉnh Lai Châu,Huyện Mường Tè,Xã Bum Nưa,Xã
Tỉnh Lai Châu,Huyện Mường Tè,Xã Vàng San,Xã
Tỉnh Lai Châu,Huyện Mường Tè,Xã Kan Hồ,Xã
Tỉnh Lai Châu,Huyện Sìn Hồ,Thị trấn Sìn Hồ,Thị trấn
Tỉnh Lai Châu,Huyện Sìn Hồ,Xã Chăn Nưa,Xã
Tỉnh Lai Châu,Huyện Sìn Hồ,Xã Pa Tần,Xã
Tỉnh Lai Châu,Huyện Sìn Hồ,Xã Phìn Hồ,Xã
Tỉnh Lai Châu,Huyện Sìn Hồ,Xã Hồng Thu,Xã
Tỉnh Lai Châu,Huyện Sìn Hồ,Xã Phăng Sô Lin,Xã
Tỉnh Lai Châu,Huyện Sìn Hồ,Xã Ma Quai,Xã
Tỉnh Lai Châu,Huyện Sìn Hồ,Xã Lùng Thàng,Xã
Tỉnh Lai Châu,Huyện Sìn Hồ,Xã Tả Phìn,Xã
Tỉnh Lai Châu,Huyện Sìn Hồ,Xã Sà Dề Phìn,Xã
Tỉnh Lai Châu,Huyện Sìn Hồ,Xã Nậm Tăm,Xã
Tỉnh Lai Châu,Huyện Sìn Hồ,Xã Tả Ngảo,Xã
Tỉnh Lai Châu,Huyện Sìn Hồ,Xã Pu Sam Cáp,Xã
Tỉnh Lai Châu,Huyện Sìn Hồ,Xã Nậm Cha,Xã
Tỉnh Lai Châu,Huyện Sìn Hồ,Xã Pa Khoá,Xã
Tỉnh Lai Châu,Huyện Sìn Hồ,Xã Làng Mô,Xã
Tỉnh Lai Châu,Huyện Sìn Hồ,Xã Noong Hẻo,Xã
Tỉnh Lai Châu,Huyện Sìn Hồ,Xã Nậm Mạ,Xã
Tỉnh Lai Châu,Huyện Sìn Hồ,Xã Căn Co,Xã
Tỉnh Lai Châu,Huyện Sìn Hồ,Xã Tủa Sín Chải,Xã
Tỉnh Lai Châu,Huyện Sìn Hồ,Xã Nậm Cuổi,Xã
Tỉnh Lai Châu,Huyện Sìn Hồ,Xã Nậm Hăn,Xã
Tỉnh Lai Châu,Huyện Phong Thổ,Xã Lả Nhì Thàng,Xã
Tỉnh Lai Châu,Huyện Phong Thổ,Xã Huổi Luông,Xã
Tỉnh Lai Châu,Huyện Phong Thổ,Thị trấn Phong Thổ,Thị trấn
Tỉnh Lai Châu,Huyện Phong Thổ,Xã Sì Lở Lầu,Xã
Tỉnh Lai Châu,Huyện Phong Thổ,Xã Mồ Sì San,Xã
Tỉnh Lai Châu,Huyện Phong Thổ,Xã Pa Vây Sử,Xã
Tỉnh Lai Châu,Huyện Phong Thổ,Xã Vàng Ma Chải,Xã
Tỉnh Lai Châu,Huyện Phong Thổ,Xã Tông Qua Lìn,Xã
Tỉnh Lai Châu,Huyện Phong Thổ,Xã Mù Sang,Xã
Tỉnh Lai Châu,Huyện Phong Thổ,Xã Dào San,Xã
Tỉnh Lai Châu,Huyện Phong Thổ,Xã Ma Ly Pho,Xã
Tỉnh Lai Châu,Huyện Phong Thổ,Xã Bản Lang,Xã
Tỉnh Lai Châu,Huyện Phong Thổ,Xã Hoang Thèn,Xã
Tỉnh Lai Châu,Huyện Phong Thổ,Xã Khổng Lào,Xã
Tỉnh Lai Châu,Huyện Phong Thổ,Xã Nậm Xe,Xã
Tỉnh Lai Châu,Huyện Phong Thổ,Xã Mường So,Xã
Tỉnh Lai Châu,Huyện Phong Thổ,Xã Sin Suối Hồ,Xã
Tỉnh Lai Châu,Huyện Than Uyên,Thị trấn Than Uyên,Thị trấn
Tỉnh Lai Châu,Huyện Than Uyên,Xã Phúc Than,Xã
Tỉnh Lai Châu,Huyện Than Uyên,Xã Mường Than,Xã
Tỉnh Lai Châu,Huyện Than Uyên,Xã Mường Mít,Xã
Tỉnh Lai Châu,Huyện Than Uyên,Xã Pha Mu,Xã
Tỉnh Lai Châu,Huyện Than Uyên,Xã Mường Cang,Xã
Tỉnh Lai Châu,Huyện Than Uyên,Xã Hua Nà,Xã
Tỉnh Lai Châu,Huyện Than Uyên,Xã Tà Hừa,Xã
Tỉnh Lai Châu,Huyện Than Uyên,Xã Mường Kim,Xã
Tỉnh Lai Châu,Huyện Than Uyên,Xã Tà Mung,Xã
Tỉnh Lai Châu,Huyện Than Uyên,Xã Tà Gia,Xã
Tỉnh Lai Châu,Huyện Than Uyên,Xã Khoen On,Xã
Tỉnh Lai Châu,Huyện Tân Uyên,Thị trấn Tân Uyên,Thị trấn
Tỉnh Lai Châu,Huyện Tân Uyên,Xã Mường Khoa,Xã
Tỉnh Lai Châu,Huyện Tân Uyên,Xã Phúc Khoa,Xã
Tỉnh Lai Châu,Huyện Tân Uyên,Xã Thân Thuộc,Xã
Tỉnh Lai Châu,Huyện Tân Uyên,Xã Trung Đồng,Xã
Tỉnh Lai Châu,Huyện Tân Uyên,Xã Hố Mít,Xã
Tỉnh Lai Châu,Huyện Tân Uyên,Xã Nậm Cần,Xã
Tỉnh Lai Châu,Huyện Tân Uyên,Xã Nậm Sỏ,Xã
Tỉnh Lai Châu,Huyện Tân Uyên,Xã Pắc Ta,Xã
Tỉnh Lai Châu,Huyện Tân Uyên,Xã Tà Mít,Xã
Tỉnh Lai Châu,Huyện Nậm Nhùn,Thị trấn Nậm Nhùn,Thị trấn
Tỉnh Lai Châu,Huyện Nậm Nhùn,Xã Hua Bun,Xã
Tỉnh Lai Châu,Huyện Nậm Nhùn,Xã Mường Mô,Xã
Tỉnh Lai Châu,Huyện Nậm Nhùn,Xã Nậm Chà,Xã
Tỉnh Lai Châu,Huyện Nậm Nhùn,Xã Nậm Manh,Xã
Tỉnh Lai Châu,Huyện Nậm Nhùn,Xã Nậm Hàng,Xã
Tỉnh Lai Châu,Huyện Nậm Nhùn,Xã Lê Lợi,Xã
Tỉnh Lai Châu,Huyện Nậm Nhùn,Xã Pú Đao,Xã
Tỉnh Lai Châu,Huyện Nậm Nhùn,Xã Nậm Pì,Xã
Tỉnh Lai Châu,Huyện Nậm Nhùn,Xã Nậm Ban,Xã
Tỉnh Lai Châu,Huyện Nậm Nhùn,Xã Trung Chải,Xã
Tỉnh Sơn La,Thành phố Sơn La,Phường Chiềng Lề,Phường
Tỉnh Sơn La,Thành phố Sơn La,Phường Tô Hiệu,Phường
Tỉnh Sơn La,Thành phố Sơn La,Phường Quyết Thắng,Phường
Tỉnh Sơn La,Thành phố Sơn La,Phường Quyết Tâm,Phường
Tỉnh Sơn La,Thành phố Sơn La,Xã Chiềng Cọ,Xã
Tỉnh Sơn La,Thành phố Sơn La,Xã Chiềng Đen,Xã
Tỉnh Sơn La,Thành phố Sơn La,Xã Chiềng Xôm,Xã
Tỉnh Sơn La,Thành phố Sơn La,Phường Chiềng An,Phường
Tỉnh Sơn La,Thành phố Sơn La,Phường Chiềng Cơi,Phường
Tỉnh Sơn La,Thành phố Sơn La,Xã Chiềng Ngần,Xã
Tỉnh Sơn La,Thành phố Sơn La,Xã Hua La,Xã
Tỉnh Sơn La,Thành phố Sơn La,Phường Chiềng Sinh,Phường
Tỉnh Sơn La,Huyện Quỳnh Nhai,Xã Mường Chiên,Xã
Tỉnh Sơn La,Huyện Quỳnh Nhai,Xã Cà Nàng,Xã
Tỉnh Sơn La,Huyện Quỳnh Nhai,Xã Chiềng Khay,Xã
Tỉnh Sơn La,Huyện Quỳnh Nhai,Xã Mường Giôn,Xã
Tỉnh Sơn La,Huyện Quỳnh Nhai,Xã Pá Ma Pha Khinh,Xã
Tỉnh Sơn La,Huyện Quỳnh Nhai,Xã Chiềng Ơn,Xã
Tỉnh Sơn La,Huyện Quỳnh Nhai,Xã Mường Giàng,Xã
Tỉnh Sơn La,Huyện Quỳnh Nhai,Xã Chiềng Bằng,Xã
Tỉnh Sơn La,Huyện Quỳnh Nhai,Xã Mường Sại,Xã
Tỉnh Sơn La,Huyện Quỳnh Nhai,Xã Nậm ét,Xã
Tỉnh Sơn La,Huyện Quỳnh Nhai,Xã Chiềng Khoang,Xã
Tỉnh Sơn La,Huyện Thuận Châu,Thị trấn Thuận Châu,Thị trấn
Tỉnh Sơn La,Huyện Thuận Châu,Xã Phổng Lái,Xã
Tỉnh Sơn La,Huyện Thuận Châu,Xã Mường é,Xã
Tỉnh Sơn La,Huyện Thuận Châu,Xã Chiềng Pha,Xã
Tỉnh Sơn La,Huyện Thuận Châu,Xã Chiềng La,Xã
Tỉnh Sơn La,Huyện Thuận Châu,Xã Chiềng Ngàm,Xã
Tỉnh Sơn La,Huyện Thuận Châu,Xã Liệp Tè,Xã
Tỉnh Sơn La,Huyện Thuận Châu,Xã é Tòng,Xã
Tỉnh Sơn La,Huyện Thuận Châu,Xã Phổng Lập,Xã
Tỉnh Sơn La,Huyện Thuận Châu,Xã Phổng Lăng,Xã
Tỉnh Sơn La,Huyện Thuận Châu,Xã Chiềng Ly,Xã
Tỉnh Sơn La,Huyện Thuận Châu,Xã Noong Lay,Xã
Tỉnh Sơn La,Huyện Thuận Châu,Xã Mường Khiêng,Xã
Tỉnh Sơn La,Huyện Thuận Châu,Xã Mường Bám,Xã
Tỉnh Sơn La,Huyện Thuận Châu,Xã Long Hẹ,Xã
Tỉnh Sơn La,Huyện Thuận Châu,Xã Chiềng Bôm,Xã
Tỉnh Sơn La,Huyện Thuận Châu,Xã Thôm Mòn,Xã
Tỉnh Sơn La,Huyện Thuận Châu,Xã Tông Lạnh,Xã
Tỉnh Sơn La,Huyện Thuận Châu,Xã Tông Cọ,Xã
Tỉnh Sơn La,Huyện Thuận Châu,Xã Bó Mười,Xã
Tỉnh Sơn La,Huyện Thuận Châu,Xã Co Mạ,Xã
Tỉnh Sơn La,Huyện Thuận Châu,Xã Púng Tra,Xã
Tỉnh Sơn La,Huyện Thuận Châu,Xã Chiềng Pấc,Xã
Tỉnh Sơn La,Huyện Thuận Châu,Xã Nậm Lầu,Xã
Tỉnh Sơn La,Huyện Thuận Châu,Xã Bon Phặng,Xã
Tỉnh Sơn La,Huyện Thuận Châu,Xã Co Tòng,Xã
Tỉnh Sơn La,Huyện Thuận Châu,Xã Muổi Nọi,Xã
Tỉnh Sơn La,Huyện Thuận Châu,Xã Pá Lông,Xã
Tỉnh Sơn La,Huyện Thuận Châu,Xã Bản Lầm,Xã
Tỉnh Sơn La,Huyện Mường La,Thị trấn Ít Ong,Thị trấn
Tỉnh Sơn La,Huyện Mường La,Xã Nậm Giôn,Xã
Tỉnh Sơn La,Huyện Mường La,Xã Chiềng Lao,Xã
Tỉnh Sơn La,Huyện Mường La,Xã Hua Trai,Xã
Tỉnh Sơn La,Huyện Mường La,Xã Ngọc Chiến,Xã
Tỉnh Sơn La,Huyện Mường La,Xã Mường Trai,Xã
Tỉnh Sơn La,Huyện Mường La,Xã Nậm Păm,Xã
Tỉnh Sơn La,Huyện Mường La,Xã Chiềng Muôn,Xã
Tỉnh Sơn La,Huyện Mường La,Xã Chiềng Ân,Xã
Tỉnh Sơn La,Huyện Mường La,Xã Pi Toong,Xã
Tỉnh Sơn La,Huyện Mường La,Xã Chiềng Công,Xã
Tỉnh Sơn La,Huyện Mường La,Xã Tạ Bú,Xã
Tỉnh Sơn La,Huyện Mường La,Xã Chiềng San,Xã
Tỉnh Sơn La,Huyện Mường La,Xã Mường Bú,Xã
Tỉnh Sơn La,Huyện Mường La,Xã Chiềng Hoa,Xã
Tỉnh Sơn La,Huyện Mường La,Xã Mường Chùm,Xã
Tỉnh Sơn La,Huyện Bắc Yên,Thị trấn Bắc Yên,Thị trấn
Tỉnh Sơn La,Huyện Bắc Yên,Xã Phiêng Ban,Xã
Tỉnh Sơn La,Huyện Bắc Yên,Xã Hang Chú,Xã
Tỉnh Sơn La,Huyện Bắc Yên,Xã Xím Vàng,Xã
Tỉnh Sơn La,Huyện Bắc Yên,Xã Tà Xùa,Xã
Tỉnh Sơn La,Huyện Bắc Yên,Xã Háng Đồng,Xã
Tỉnh Sơn La,Huyện Bắc Yên,Xã Pắc Ngà,Xã
Tỉnh Sơn La,Huyện Bắc Yên,Xã Làng Chếu,Xã
Tỉnh Sơn La,Huyện Bắc Yên,Xã Chim Vàn,Xã
Tỉnh Sơn La,Huyện Bắc Yên,Xã Mường Khoa,Xã
Tỉnh Sơn La,Huyện Bắc Yên,Xã Song Pe,Xã
Tỉnh Sơn La,Huyện Bắc Yên,Xã Hồng Ngài,Xã
Tỉnh Sơn La,Huyện Bắc Yên,Xã Tạ Khoa,Xã
Tỉnh Sơn La,Huyện Bắc Yên,Xã Hua Nhàn,Xã
Tỉnh Sơn La,Huyện Bắc Yên,Xã Phiêng Côn,Xã
Tỉnh Sơn La,Huyện Bắc Yên,Xã Chiềng Sại,Xã
Tỉnh Sơn La,Huyện Phù Yên,Thị trấn Phù Yên,Thị trấn
Tỉnh Sơn La,Huyện Phù Yên,Xã Suối Tọ,Xã
Tỉnh Sơn La,Huyện Phù Yên,Xã Mường Thải,Xã
Tỉnh Sơn La,Huyện Phù Yên,Xã Mường Cơi,Xã
Tỉnh Sơn La,Huyện Phù Yên,Xã Quang Huy,Xã
Tỉnh Sơn La,Huyện Phù Yên,Xã Huy Bắc,Xã
Tỉnh Sơn La,Huyện Phù Yên,Xã Huy Thượng,Xã
Tỉnh Sơn La,Huyện Phù Yên,Xã Tân Lang,Xã
Tỉnh Sơn La,Huyện Phù Yên,Xã Gia Phù,Xã
Tỉnh Sơn La,Huyện Phù Yên,Xã Tường Phù,Xã
Tỉnh Sơn La,Huyện Phù Yên,Xã Huy Hạ,Xã
Tỉnh Sơn La,Huyện Phù Yên,Xã Huy Tân,Xã
Tỉnh Sơn La,Huyện Phù Yên,Xã Mường Lang,Xã
Tỉnh Sơn La,Huyện Phù Yên,Xã Suối Bau,Xã
Tỉnh Sơn La,Huyện Phù Yên,Xã Huy Tường,Xã
Tỉnh Sơn La,Huyện Phù Yên,Xã Mường Do,Xã
Tỉnh Sơn La,Huyện Phù Yên,Xã Sập Xa,Xã
Tỉnh Sơn La,Huyện Phù Yên,Xã Tường Thượng,Xã
Tỉnh Sơn La,Huyện Phù Yên,Xã Tường Tiến,Xã
Tỉnh Sơn La,Huyện Phù Yên,Xã Tường Phong,Xã
Tỉnh Sơn La,Huyện Phù Yên,Xã Tường Hạ,Xã
Tỉnh Sơn La,Huyện Phù Yên,Xã Kim Bon,Xã
Tỉnh Sơn La,Huyện Phù Yên,Xã Mường Bang,Xã
Tỉnh Sơn La,Huyện Phù Yên,Xã Đá Đỏ,Xã
Tỉnh Sơn La,Huyện Phù Yên,Xã Tân Phong,Xã
Tỉnh Sơn La,Huyện Phù Yên,Xã Nam Phong,Xã
Tỉnh Sơn La,Huyện Phù Yên,Xã Bắc Phong,Xã
Tỉnh Sơn La,Huyện Mộc Châu,Thị trấn Mộc Châu,Thị trấn
Tỉnh Sơn La,Huyện Mộc Châu,Thị trấn NT Mộc Châu,Thị trấn
Tỉnh Sơn La,Huyện Mộc Châu,Xã Chiềng Sơn,Xã
Tỉnh Sơn La,Huyện Mộc Châu,Xã Tân Hợp,Xã
Tỉnh Sơn La,Huyện Mộc Châu,Xã Qui Hướng,Xã
Tỉnh Sơn La,Huyện Mộc Châu,Xã Tân Lập,Xã
Tỉnh Sơn La,Huyện Mộc Châu,Xã Nà Mường,Xã
Tỉnh Sơn La,Huyện Mộc Châu,Xã Tà Lai,Xã
Tỉnh Sơn La,Huyện Mộc Châu,Xã Chiềng Hắc,Xã
Tỉnh Sơn La,Huyện Mộc Châu,Xã Hua Păng,Xã
Tỉnh Sơn La,Huyện Mộc Châu,Xã Chiềng Khừa,Xã
Tỉnh Sơn La,Huyện Mộc Châu,Xã Mường Sang,Xã
Tỉnh Sơn La,Huyện Mộc Châu,Xã Đông Sang,Xã
Tỉnh Sơn La,Huyện Mộc Châu,Xã Phiêng Luông,Xã
Tỉnh Sơn La,Huyện Mộc Châu,Xã Lóng Sập,Xã
Tỉnh Sơn La,Huyện Yên Châu,Thị trấn Yên Châu,Thị trấn
Tỉnh Sơn La,Huyện Yên Châu,Xã Chiềng Đông,Xã
Tỉnh Sơn La,Huyện Yên Châu,Xã Sập Vạt,Xã
Tỉnh Sơn La,Huyện Yên Châu,Xã Chiềng Sàng,Xã
Tỉnh Sơn La,Huyện Yên Châu,Xã Chiềng Pằn,Xã
Tỉnh Sơn La,Huyện Yên Châu,Xã Viêng Lán,Xã
Tỉnh Sơn La,Huyện Yên Châu,Xã Chiềng Hặc,Xã
Tỉnh Sơn La,Huyện Yên Châu,Xã Mường Lựm,Xã
Tỉnh Sơn La,Huyện Yên Châu,Xã Chiềng On,Xã
Tỉnh Sơn La,Huyện Yên Châu,Xã Yên Sơn,Xã
Tỉnh Sơn La,Huyện Yên Châu,Xã Chiềng Khoi,Xã
Tỉnh Sơn La,Huyện Yên Châu,Xã Tú Nang,Xã
Tỉnh Sơn La,Huyện Yên Châu,Xã Lóng Phiêng,Xã
Tỉnh Sơn La,Huyện Yên Châu,Xã Phiêng Khoài,Xã
Tỉnh Sơn La,Huyện Yên Châu,Xã Chiềng Tương,Xã
Tỉnh Sơn La,Huyện Mai Sơn,Thị trấn Hát Lót,Thị trấn
Tỉnh Sơn La,Huyện Mai Sơn,Xã Chiềng Sung,Xã
Tỉnh Sơn La,Huyện Mai Sơn,Xã Mường Bằng,Xã
Tỉnh Sơn La,Huyện Mai Sơn,Xã Chiềng Chăn,Xã
Tỉnh Sơn La,Huyện Mai Sơn,Xã Mương Chanh,Xã
Tỉnh Sơn La,Huyện Mai Sơn,Xã Chiềng Ban,Xã
Tỉnh Sơn La,Huyện Mai Sơn,Xã Chiềng Mung,Xã
Tỉnh Sơn La,Huyện Mai Sơn,Xã Mường Bon,Xã
Tỉnh Sơn La,Huyện Mai Sơn,Xã Chiềng Chung,Xã
Tỉnh Sơn La,Huyện Mai Sơn,Xã Chiềng Mai,Xã
Tỉnh Sơn La,Huyện Mai Sơn,Xã Hát Lót,Xã
Tỉnh Sơn La,Huyện Mai Sơn,Xã Nà Pó,Xã
Tỉnh Sơn La,Huyện Mai Sơn,Xã Cò  Nòi,Xã
Tỉnh Sơn La,Huyện Mai Sơn,Xã Chiềng Nơi,Xã
Tỉnh Sơn La,Huyện Mai Sơn,Xã Phiêng Cằm,Xã
