province,district,ward,long_province,long_district,long_ward,short_district,short_ward,province_english,district_english,ward_english,long_province_english,long_district_english,long_ward_english,short_district_english,short_ward_english,district_level,ward_level,district_level_english,ward_level_english
Lào Cai,Bắc Hà,Nậm Đét,Tỉnh Lào Cai,Huyện Bắc Hà,Xã Nậm Đét,Bắc Hà,Nậm Đét,Lao Cai,Bac Ha,Nam Det,Lao Cai Province,Bac Ha District,Nam Det Commune,Bac Ha,Nam Det,Huyện,Xã,District,Commune
Lào Cai,Bắc Hà,Nậm Khánh,Tỉnh Lào Cai,Huyện Bắc Hà,Xã Nậm Khánh,Bắc Hà,Nậm Khánh,Lao Cai,Bac Ha,Nam Khanh,Lao Cai Province,Bac Ha District,Nam Khanh Commune,Bac Ha,Nam Khanh,Huyện,Xã,District,Commune
Lào Cai,Bắc Hà,Bảo Nhai,Tỉnh Lào Cai,Huyện Bắc Hà,Xã Bảo Nhai,Bắc Hà,Bảo Nhai,Lao Cai,Bac Ha,Bao Nhai,Lao Cai Province,Bac Ha District,Bao Nhai Commune,Bac Ha,Bao Nhai,Huyện,Xã,District,Commune
Lào Cai,Bắc Hà,Nậm Lúc,Tỉnh Lào Cai,Huyện Bắc Hà,Xã Nậm Lúc,Bắc Hà,Nậm Lúc,Lao Cai,Bac Ha,Nam Luc,Lao Cai Province,Bac Ha District,Nam Luc Commune,Bac Ha,Nam Luc,Huyện,Xã,District,Commune
Lào Cai,Bắc Hà,Cốc Lầu,Tỉnh Lào Cai,Huyện Bắc Hà,Xã Cốc Lầu,Bắc Hà,Cốc Lầu,Lao Cai,Bac Ha,Coc Lau,Lao Cai Province,Bac Ha District,Coc Lau Commune,Bac Ha,Coc Lau,Huyện,Xã,District,Commune
Lào Cai,Bắc Hà,Bản Cái,Tỉnh Lào Cai,Huyện Bắc Hà,Xã Bản Cái,Bắc Hà,Bản Cái,Lao Cai,Bac Ha,Ban Cai,Lao Cai Province,Bac Ha District,Ban Cai Commune,Bac Ha,Ban Cai,Huyện,Xã,District,Commune
Lào Cai,Bảo Thắng,N.T Phong Hải,Tỉnh Lào Cai,Huyện Bảo Thắng,Thị trấn N.T Phong Hải,Bảo Thắng,N.T Phong Hải,Lao Cai,Bao Thang,N.T Phong Hai,Lao Cai Province,Bao Thang District,N.T Phong Hai Town,Bao Thang,N.T Phong Hai,Huyện,Thị trấn,District,Town
Lào Cai,Bảo Thắng,Phố Lu,Tỉnh Lào Cai,Huyện Bảo Thắng,Thị trấn Phố Lu,Bảo Thắng,Phố Lu,Lao Cai,Bao Thang,Pho Lu,Lao Cai Province,Bao Thang District,Pho Lu Town,Bao Thang,Pho Lu,Huyện,Thị trấn,District,Town
Lào Cai,Bảo Thắng,Tằng Loỏng,Tỉnh Lào Cai,Huyện Bảo Thắng,Thị trấn Tằng Loỏng,Bảo Thắng,Tằng Loỏng,Lao Cai,Bao Thang,Tang Loong,Lao Cai Province,Bao Thang District,Tang Loong Town,Bao Thang,Tang Loong,Huyện,Thị trấn,District,Town
Lào Cai,Bảo Thắng,Bản Phiệt,Tỉnh Lào Cai,Huyện Bảo Thắng,Xã Bản Phiệt,Bảo Thắng,Bản Phiệt,Lao Cai,Bao Thang,Ban Phiet,Lao Cai Province,Bao Thang District,Ban Phiet Commune,Bao Thang,Ban Phiet,Huyện,Xã,District,Commune
Lào Cai,Bảo Thắng,Bản Cầm,Tỉnh Lào Cai,Huyện Bảo Thắng,Xã Bản Cầm,Bảo Thắng,Bản Cầm,Lao Cai,Bao Thang,Ban Cam,Lao Cai Province,Bao Thang District,Ban Cam Commune,Bao Thang,Ban Cam,Huyện,Xã,District,Commune
Lào Cai,Bảo Thắng,Thái Niên,Tỉnh Lào Cai,Huyện Bảo Thắng,Xã Thái Niên,Bảo Thắng,Thái Niên,Lao Cai,Bao Thang,Thai Nien,Lao Cai Province,Bao Thang District,Thai Nien Commune,Bao Thang,Thai Nien,Huyện,Xã,District,Commune
Lào Cai,Bảo Thắng,Phong Niên,Tỉnh Lào Cai,Huyện Bảo Thắng,Xã Phong Niên,Bảo Thắng,Phong Niên,Lao Cai,Bao Thang,Phong Nien,Lao Cai Province,Bao Thang District,Phong Nien Commune,Bao Thang,Phong Nien,Huyện,Xã,District,Commune
Lào Cai,Bảo Thắng,Gia Phú,Tỉnh Lào Cai,Huyện Bảo Thắng,Xã Gia Phú,Bảo Thắng,Gia Phú,Lao Cai,Bao Thang,Gia Phu,Lao Cai Province,Bao Thang District,Gia Phu Commune,Bao Thang,Gia Phu,Huyện,Xã,District,Commune
Lào Cai,Bảo Thắng,Xuân Quang,Tỉnh Lào Cai,Huyện Bảo Thắng,Xã Xuân Quang,Bảo Thắng,Xuân Quang,Lao Cai,Bao Thang,Xuan Quang,Lao Cai Province,Bao Thang District,Xuan Quang Commune,Bao Thang,Xuan Quang,Huyện,Xã,District,Commune
Lào Cai,Bảo Thắng,Sơn Hải,Tỉnh Lào Cai,Huyện Bảo Thắng,Xã Sơn Hải,Bảo Thắng,Sơn Hải,Lao Cai,Bao Thang,Son Hai,Lao Cai Province,Bao Thang District,Son Hai Commune,Bao Thang,Son Hai,Huyện,Xã,District,Commune
Lào Cai,Bảo Thắng,Xuân Giao,Tỉnh Lào Cai,Huyện Bảo Thắng,Xã Xuân Giao,Bảo Thắng,Xuân Giao,Lao Cai,Bao Thang,Xuan Giao,Lao Cai Province,Bao Thang District,Xuan Giao Commune,Bao Thang,Xuan Giao,Huyện,Xã,District,Commune
Lào Cai,Bảo Thắng,Trì Quang,Tỉnh Lào Cai,Huyện Bảo Thắng,Xã Trì Quang,Bảo Thắng,Trì Quang,Lao Cai,Bao Thang,Tri Quang,Lao Cai Province,Bao Thang District,Tri Quang Commune,Bao Thang,Tri Quang,Huyện,Xã,District,Commune
Lào Cai,Bảo Thắng,Sơn Hà,Tỉnh Lào Cai,Huyện Bảo Thắng,Xã Sơn Hà,Bảo Thắng,Sơn Hà,Lao Cai,Bao Thang,Son Ha,Lao Cai Province,Bao Thang District,Son Ha Commune,Bao Thang,Son Ha,Huyện,Xã,District,Commune
Lào Cai,Bảo Thắng,Phú Nhuận,Tỉnh Lào Cai,Huyện Bảo Thắng,Xã Phú Nhuận,Bảo Thắng,Phú Nhuận,Lao Cai,Bao Thang,Phu Nhuan,Lao Cai Province,Bao Thang District,Phu Nhuan Commune,Bao Thang,Phu Nhuan,Huyện,Xã,District,Commune
Lào Cai,Bảo Yên,Phố Ràng,Tỉnh Lào Cai,Huyện Bảo Yên,Thị trấn Phố Ràng,Bảo Yên,Phố Ràng,Lao Cai,Bao Yen,Pho Rang,Lao Cai Province,Bao Yen District,Pho Rang Town,Bao Yen,Pho Rang,Huyện,Thị trấn,District,Town
Lào Cai,Bảo Yên,Tân Tiến,Tỉnh Lào Cai,Huyện Bảo Yên,Xã Tân Tiến,Bảo Yên,Tân Tiến,Lao Cai,Bao Yen,Tan Tien,Lao Cai Province,Bao Yen District,Tan Tien Commune,Bao Yen,Tan Tien,Huyện,Xã,District,Commune
Lào Cai,Bảo Yên,Nghĩa Đô,Tỉnh Lào Cai,Huyện Bảo Yên,Xã Nghĩa Đô,Bảo Yên,Nghĩa Đô,Lao Cai,Bao Yen,Nghia Do,Lao Cai Province,Bao Yen District,Nghia Do Commune,Bao Yen,Nghia Do,Huyện,Xã,District,Commune
Lào Cai,Bảo Yên,Vĩnh Yên,Tỉnh Lào Cai,Huyện Bảo Yên,Xã Vĩnh Yên,Bảo Yên,Vĩnh Yên,Lao Cai,Bao Yen,Vinh Yen,Lao Cai Province,Bao Yen District,Vinh Yen Commune,Bao Yen,Vinh Yen,Huyện,Xã,District,Commune
Lào Cai,Bảo Yên,Điện Quan,Tỉnh Lào Cai,Huyện Bảo Yên,Xã Điện Quan,Bảo Yên,Điện Quan,Lao Cai,Bao Yen,Dien Quan,Lao Cai Province,Bao Yen District,Dien Quan Commune,Bao Yen,Dien Quan,Huyện,Xã,District,Commune
Lào Cai,Bảo Yên,Xuân Hòa,Tỉnh Lào Cai,Huyện Bảo Yên,Xã Xuân Hòa,Bảo Yên,Xuân Hòa,Lao Cai,Bao Yen,Xuan Hoa,Lao Cai Province,Bao Yen District,Xuan Hoa Commune,Bao Yen,Xuan Hoa,Huyện,Xã,District,Commune
Lào Cai,Bảo Yên,Tân Dương,Tỉnh Lào Cai,Huyện Bảo Yên,Xã Tân Dương,Bảo Yên,Tân Dương,Lao Cai,Bao Yen,Tan Duong,Lao Cai Province,Bao Yen District,Tan Duong Commune,Bao Yen,Tan Duong,Huyện,Xã,District,Commune
Lào Cai,Bảo Yên,Thượng Hà,Tỉnh Lào Cai,Huyện Bảo Yên,Xã Thượng Hà,Bảo Yên,Thượng Hà,Lao Cai,Bao Yen,Thuong Ha,Lao Cai Province,Bao Yen District,Thuong Ha Commune,Bao Yen,Thuong Ha,Huyện,Xã,District,Commune
Lào Cai,Bảo Yên,Kim Sơn,Tỉnh Lào Cai,Huyện Bảo Yên,Xã Kim Sơn,Bảo Yên,Kim Sơn,Lao Cai,Bao Yen,Kim Son,Lao Cai Province,Bao Yen District,Kim Son Commune,Bao Yen,Kim Son,Huyện,Xã,District,Commune
Lào Cai,Bảo Yên,Cam Cọn,Tỉnh Lào Cai,Huyện Bảo Yên,Xã Cam Cọn,Bảo Yên,Cam Cọn,Lao Cai,Bao Yen,Cam Con,Lao Cai Province,Bao Yen District,Cam Con Commune,Bao Yen,Cam Con,Huyện,Xã,District,Commune
Lào Cai,Bảo Yên,Minh Tân,Tỉnh Lào Cai,Huyện Bảo Yên,Xã Minh Tân,Bảo Yên,Minh Tân,Lao Cai,Bao Yen,Minh Tan,Lao Cai Province,Bao Yen District,Minh Tan Commune,Bao Yen,Minh Tan,Huyện,Xã,District,Commune
Lào Cai,Bảo Yên,Xuân Thượng,Tỉnh Lào Cai,Huyện Bảo Yên,Xã Xuân Thượng,Bảo Yên,Xuân Thượng,Lao Cai,Bao Yen,Xuan Thuong,Lao Cai Province,Bao Yen District,Xuan Thuong Commune,Bao Yen,Xuan Thuong,Huyện,Xã,District,Commune
Lào Cai,Bảo Yên,Việt Tiến,Tỉnh Lào Cai,Huyện Bảo Yên,Xã Việt Tiến,Bảo Yên,Việt Tiến,Lao Cai,Bao Yen,Viet Tien,Lao Cai Province,Bao Yen District,Viet Tien Commune,Bao Yen,Viet Tien,Huyện,Xã,District,Commune
Lào Cai,Bảo Yên,Yên Sơn,Tỉnh Lào Cai,Huyện Bảo Yên,Xã Yên Sơn,Bảo Yên,Yên Sơn,Lao Cai,Bao Yen,Yen Son,Lao Cai Province,Bao Yen District,Yen Son Commune,Bao Yen,Yen Son,Huyện,Xã,District,Commune
Lào Cai,Bảo Yên,Bảo Hà,Tỉnh Lào Cai,Huyện Bảo Yên,Xã Bảo Hà,Bảo Yên,Bảo Hà,Lao Cai,Bao Yen,Bao Ha,Lao Cai Province,Bao Yen District,Bao Ha Commune,Bao Yen,Bao Ha,Huyện,Xã,District,Commune
Lào Cai,Bảo Yên,Lương Sơn,Tỉnh Lào Cai,Huyện Bảo Yên,Xã Lương Sơn,Bảo Yên,Lương Sơn,Lao Cai,Bao Yen,Luong Son,Lao Cai Province,Bao Yen District,Luong Son Commune,Bao Yen,Luong Son,Huyện,Xã,District,Commune
Lào Cai,Bảo Yên,Phúc Khánh,Tỉnh Lào Cai,Huyện Bảo Yên,Xã Phúc Khánh,Bảo Yên,Phúc Khánh,Lao Cai,Bao Yen,Phuc Khanh,Lao Cai Province,Bao Yen District,Phuc Khanh Commune,Bao Yen,Phuc Khanh,Huyện,Xã,District,Commune
Lào Cai,Sa Pa,Sa Pa,Tỉnh Lào Cai,Thị xã Sa Pa,Phường Sa Pa,Sa Pa,Sa Pa,Lao Cai,Sa Pa,Sa Pa,Lao Cai Province,Sa Pa Town,Sa Pa Ward,Sa Pa,Sa Pa,Thị xã,Phường,Town,Ward
Lào Cai,Sa Pa,Sa Pả,Tỉnh Lào Cai,Thị xã Sa Pa,Phường Sa Pả,Sa Pa,Sa Pả,Lao Cai,Sa Pa,Sa Pa,Lao Cai Province,Sa Pa Town,Sa Pa Ward,Sa Pa,Sa Pa,Thị xã,Phường,Town,Ward
Lào Cai,Sa Pa,Ô Quý Hồ,Tỉnh Lào Cai,Thị xã Sa Pa,Phường Ô Quý Hồ,Sa Pa,Ô Quý Hồ,Lao Cai,Sa Pa,O Quy Ho,Lao Cai Province,Sa Pa Town,O Quy Ho Ward,Sa Pa,O Quy Ho,Thị xã,Phường,Town,Ward
Lào Cai,Sa Pa,Ngũ Chỉ Sơn,Tỉnh Lào Cai,Thị xã Sa Pa,Xã Ngũ Chỉ Sơn,Sa Pa,Ngũ Chỉ Sơn,Lao Cai,Sa Pa,Ngu Chi Son,Lao Cai Province,Sa Pa Town,Ngu Chi Son Commune,Sa Pa,Ngu Chi Son,Thị xã,Xã,Town,Commune
Lào Cai,Sa Pa,Phan Si Păng,Tỉnh Lào Cai,Thị xã Sa Pa,Phường Phan Si Păng,Sa Pa,Phan Si Păng,Lao Cai,Sa Pa,Phan Si Pang,Lao Cai Province,Sa Pa Town,Phan Si Pang Ward,Sa Pa,Phan Si Pang,Thị xã,Phường,Town,Ward
Lào Cai,Sa Pa,Trung Chải,Tỉnh Lào Cai,Thị xã Sa Pa,Xã Trung Chải,Sa Pa,Trung Chải,Lao Cai,Sa Pa,Trung Chai,Lao Cai Province,Sa Pa Town,Trung Chai Commune,Sa Pa,Trung Chai,Thị xã,Xã,Town,Commune
Lào Cai,Sa Pa,Tả Phìn,Tỉnh Lào Cai,Thị xã Sa Pa,Xã Tả Phìn,Sa Pa,Tả Phìn,Lao Cai,Sa Pa,Ta Phin,Lao Cai Province,Sa Pa Town,Ta Phin Commune,Sa Pa,Ta Phin,Thị xã,Xã,Town,Commune
Lào Cai,Sa Pa,Hàm Rồng,Tỉnh Lào Cai,Thị xã Sa Pa,Phường Hàm Rồng,Sa Pa,Hàm Rồng,Lao Cai,Sa Pa,Ham Rong,Lao Cai Province,Sa Pa Town,Ham Rong Ward,Sa Pa,Ham Rong,Thị xã,Phường,Town,Ward
Lào Cai,Sa Pa,Hoàng Liên,Tỉnh Lào Cai,Thị xã Sa Pa,Xã Hoàng Liên,Sa Pa,Hoàng Liên,Lao Cai,Sa Pa,Hoang Lien,Lao Cai Province,Sa Pa Town,Hoang Lien Commune,Sa Pa,Hoang Lien,Thị xã,Xã,Town,Commune
Lào Cai,Sa Pa,Thanh Bình,Tỉnh Lào Cai,Thị xã Sa Pa,Xã Thanh Bình,Sa Pa,Thanh Bình,Lao Cai,Sa Pa,Thanh Binh,Lao Cai Province,Sa Pa Town,Thanh Binh Commune,Sa Pa,Thanh Binh,Thị xã,Xã,Town,Commune
Lào Cai,Sa Pa,Cầu Mây,Tỉnh Lào Cai,Thị xã Sa Pa,Phường Cầu Mây,Sa Pa,Cầu Mây,Lao Cai,Sa Pa,Cau May,Lao Cai Province,Sa Pa Town,Cau May Ward,Sa Pa,Cau May,Thị xã,Phường,Town,Ward
Lào Cai,Sa Pa,Mường Hoa,Tỉnh Lào Cai,Thị xã Sa Pa,Xã Mường Hoa,Sa Pa,Mường Hoa,Lao Cai,Sa Pa,Muong Hoa,Lao Cai Province,Sa Pa Town,Muong Hoa Commune,Sa Pa,Muong Hoa,Thị xã,Xã,Town,Commune
Lào Cai,Sa Pa,Tả Van,Tỉnh Lào Cai,Thị xã Sa Pa,Xã Tả Van,Sa Pa,Tả Van,Lao Cai,Sa Pa,Ta Van,Lao Cai Province,Sa Pa Town,Ta Van Commune,Sa Pa,Ta Van,Thị xã,Xã,Town,Commune
Lào Cai,Sa Pa,Mường Bo,Tỉnh Lào Cai,Thị xã Sa Pa,Xã Mường Bo,Sa Pa,Mường Bo,Lao Cai,Sa Pa,Muong Bo,Lao Cai Province,Sa Pa Town,Muong Bo Commune,Sa Pa,Muong Bo,Thị xã,Xã,Town,Commune
Lào Cai,Sa Pa,Bản Hồ,Tỉnh Lào Cai,Thị xã Sa Pa,Xã Bản Hồ,Sa Pa,Bản Hồ,Lao Cai,Sa Pa,Ban Ho,Lao Cai Province,Sa Pa Town,Ban Ho Commune,Sa Pa,Ban Ho,Thị xã,Xã,Town,Commune
Lào Cai,Sa Pa,Liên Minh,Tỉnh Lào Cai,Thị xã Sa Pa,Xã Liên Minh,Sa Pa,Liên Minh,Lao Cai,Sa Pa,Lien Minh,Lao Cai Province,Sa Pa Town,Lien Minh Commune,Sa Pa,Lien Minh,Thị xã,Xã,Town,Commune
Lào Cai,Văn Bàn,Khánh Yên,Tỉnh Lào Cai,Huyện Văn Bàn,Thị trấn Khánh Yên,Văn Bàn,Khánh Yên,Lao Cai,Van Ban,Khanh Yen,Lao Cai Province,Van Ban District,Khanh Yen Town,Van Ban,Khanh Yen,Huyện,Thị trấn,District,Town
Lào Cai,Văn Bàn,Võ Lao,Tỉnh Lào Cai,Huyện Văn Bàn,Xã Võ Lao,Văn Bàn,Võ Lao,Lao Cai,Van Ban,Vo Lao,Lao Cai Province,Van Ban District,Vo Lao Commune,Van Ban,Vo Lao,Huyện,Xã,District,Commune
Lào Cai,Văn Bàn,Sơn Thủy,Tỉnh Lào Cai,Huyện Văn Bàn,Xã Sơn Thủy,Văn Bàn,Sơn Thủy,Lao Cai,Van Ban,Son Thuy,Lao Cai Province,Van Ban District,Son Thuy Commune,Van Ban,Son Thuy,Huyện,Xã,District,Commune
Lào Cai,Văn Bàn,Nậm Mả,Tỉnh Lào Cai,Huyện Văn Bàn,Xã Nậm Mả,Văn Bàn,Nậm Mả,Lao Cai,Van Ban,Nam Ma,Lao Cai Province,Van Ban District,Nam Ma Commune,Van Ban,Nam Ma,Huyện,Xã,District,Commune
Lào Cai,Văn Bàn,Tân Thượng,Tỉnh Lào Cai,Huyện Văn Bàn,Xã Tân Thượng,Văn Bàn,Tân Thượng,Lao Cai,Van Ban,Tan Thuong,Lao Cai Province,Van Ban District,Tan Thuong Commune,Van Ban,Tan Thuong,Huyện,Xã,District,Commune
Lào Cai,Văn Bàn,Nậm Rạng,Tỉnh Lào Cai,Huyện Văn Bàn,Xã Nậm Rạng,Văn Bàn,Nậm Rạng,Lao Cai,Van Ban,Nam Rang,Lao Cai Province,Van Ban District,Nam Rang Commune,Van Ban,Nam Rang,Huyện,Xã,District,Commune
Lào Cai,Văn Bàn,Nậm Chầy,Tỉnh Lào Cai,Huyện Văn Bàn,Xã Nậm Chầy,Văn Bàn,Nậm Chầy,Lao Cai,Van Ban,Nam Chay,Lao Cai Province,Van Ban District,Nam Chay Commune,Van Ban,Nam Chay,Huyện,Xã,District,Commune
Lào Cai,Văn Bàn,Tân An,Tỉnh Lào Cai,Huyện Văn Bàn,Xã Tân An,Văn Bàn,Tân An,Lao Cai,Van Ban,Tan An,Lao Cai Province,Van Ban District,Tan An Commune,Van Ban,Tan An,Huyện,Xã,District,Commune
Lào Cai,Văn Bàn,Khánh Yên Thượng,Tỉnh Lào Cai,Huyện Văn Bàn,Xã Khánh Yên Thượng,Văn Bàn,Khánh Yên Thượng,Lao Cai,Van Ban,Khanh Yen Thuong,Lao Cai Province,Van Ban District,Khanh Yen Thuong Commune,Van Ban,Khanh Yen Thuong,Huyện,Xã,District,Commune
Lào Cai,Văn Bàn,Nậm Xé,Tỉnh Lào Cai,Huyện Văn Bàn,Xã Nậm Xé,Văn Bàn,Nậm Xé,Lao Cai,Van Ban,Nam Xe,Lao Cai Province,Van Ban District,Nam Xe Commune,Van Ban,Nam Xe,Huyện,Xã,District,Commune
Lào Cai,Văn Bàn,Dần Thàng,Tỉnh Lào Cai,Huyện Văn Bàn,Xã Dần Thàng,Văn Bàn,Dần Thàng,Lao Cai,Van Ban,Dan Thang,Lao Cai Province,Van Ban District,Dan Thang Commune,Van Ban,Dan Thang,Huyện,Xã,District,Commune
Lào Cai,Văn Bàn,Chiềng Ken,Tỉnh Lào Cai,Huyện Văn Bàn,Xã Chiềng Ken,Văn Bàn,Chiềng Ken,Lao Cai,Van Ban,Chieng Ken,Lao Cai Province,Van Ban District,Chieng Ken Commune,Van Ban,Chieng Ken,Huyện,Xã,District,Commune
Lào Cai,Văn Bàn,Làng Giàng,Tỉnh Lào Cai,Huyện Văn Bàn,Xã Làng Giàng,Văn Bàn,Làng Giàng,Lao Cai,Van Ban,Lang Giang,Lao Cai Province,Van Ban District,Lang Giang Commune,Van Ban,Lang Giang,Huyện,Xã,District,Commune
Lào Cai,Văn Bàn,Hòa Mạc,Tỉnh Lào Cai,Huyện Văn Bàn,Xã Hòa Mạc,Văn Bàn,Hòa Mạc,Lao Cai,Van Ban,Hoa Mac,Lao Cai Province,Van Ban District,Hoa Mac Commune,Van Ban,Hoa Mac,Huyện,Xã,District,Commune
Lào Cai,Văn Bàn,Khánh Yên Trung,Tỉnh Lào Cai,Huyện Văn Bàn,Xã Khánh Yên Trung,Văn Bàn,Khánh Yên Trung,Lao Cai,Van Ban,Khanh Yen Trung,Lao Cai Province,Van Ban District,Khanh Yen Trung Commune,Van Ban,Khanh Yen Trung,Huyện,Xã,District,Commune
Lào Cai,Văn Bàn,Khánh Yên Hạ,Tỉnh Lào Cai,Huyện Văn Bàn,Xã Khánh Yên Hạ,Văn Bàn,Khánh Yên Hạ,Lao Cai,Van Ban,Khanh Yen Ha,Lao Cai Province,Van Ban District,Khanh Yen Ha Commune,Van Ban,Khanh Yen Ha,Huyện,Xã,District,Commune
Lào Cai,Văn Bàn,Dương Quỳ,Tỉnh Lào Cai,Huyện Văn Bàn,Xã Dương Quỳ,Văn Bàn,Dương Quỳ,Lao Cai,Van Ban,Duong Quy,Lao Cai Province,Van Ban District,Duong Quy Commune,Van Ban,Duong Quy,Huyện,Xã,District,Commune
Lào Cai,Văn Bàn,Nậm Tha,Tỉnh Lào Cai,Huyện Văn Bàn,Xã Nậm Tha,Văn Bàn,Nậm Tha,Lao Cai,Van Ban,Nam Tha,Lao Cai Province,Van Ban District,Nam Tha Commune,Van Ban,Nam Tha,Huyện,Xã,District,Commune
Lào Cai,Văn Bàn,Minh Lương,Tỉnh Lào Cai,Huyện Văn Bàn,Xã Minh Lương,Văn Bàn,Minh Lương,Lao Cai,Van Ban,Minh Luong,Lao Cai Province,Van Ban District,Minh Luong Commune,Van Ban,Minh Luong,Huyện,Xã,District,Commune
Lào Cai,Văn Bàn,Thẩm Dương,Tỉnh Lào Cai,Huyện Văn Bàn,Xã Thẩm Dương,Văn Bàn,Thẩm Dương,Lao Cai,Van Ban,Tham Duong,Lao Cai Province,Van Ban District,Tham Duong Commune,Van Ban,Tham Duong,Huyện,Xã,District,Commune
Lào Cai,Văn Bàn,Liêm Phú,Tỉnh Lào Cai,Huyện Văn Bàn,Xã Liêm Phú,Văn Bàn,Liêm Phú,Lao Cai,Van Ban,Liem Phu,Lao Cai Province,Van Ban District,Liem Phu Commune,Van Ban,Liem Phu,Huyện,Xã,District,Commune
Lào Cai,Văn Bàn,Nậm Xây,Tỉnh Lào Cai,Huyện Văn Bàn,Xã Nậm Xây,Văn Bàn,Nậm Xây,Lao Cai,Van Ban,Nam Xay,Lao Cai Province,Van Ban District,Nam Xay Commune,Van Ban,Nam Xay,Huyện,Xã,District,Commune
Điện Biên,Điện Biên Phủ,Noong Bua,Tỉnh Điện Biên,Thành phố Điện Biên Phủ,Phường Noong Bua,Điện Biên Phủ,Noong Bua,Dien Bien,Dien Bien Phu,Noong Bua,Dien Bien Province,Dien Bien Phu City,Noong Bua Ward,Dien Bien Phu,Noong Bua,Thành phố,Phường,City,Ward
Điện Biên,Điện Biên Phủ,Him Lam,Tỉnh Điện Biên,Thành phố Điện Biên Phủ,Phường Him Lam,Điện Biên Phủ,Him Lam,Dien Bien,Dien Bien Phu,Him Lam,Dien Bien Province,Dien Bien Phu City,Him Lam Ward,Dien Bien Phu,Him Lam,Thành phố,Phường,City,Ward
Điện Biên,Điện Biên Phủ,Thanh Bình,Tỉnh Điện Biên,Thành phố Điện Biên Phủ,Phường Thanh Bình,Điện Biên Phủ,Thanh Bình,Dien Bien,Dien Bien Phu,Thanh Binh,Dien Bien Province,Dien Bien Phu City,Thanh Binh Ward,Dien Bien Phu,Thanh Binh,Thành phố,Phường,City,Ward
Điện Biên,Điện Biên Phủ,Tân Thanh,Tỉnh Điện Biên,Thành phố Điện Biên Phủ,Phường Tân Thanh,Điện Biên Phủ,Tân Thanh,Dien Bien,Dien Bien Phu,Tan Thanh,Dien Bien Province,Dien Bien Phu City,Tan Thanh Ward,Dien Bien Phu,Tan Thanh,Thành phố,Phường,City,Ward
Điện Biên,Điện Biên Phủ,Mường Thanh,Tỉnh Điện Biên,Thành phố Điện Biên Phủ,Phường Mường Thanh,Điện Biên Phủ,Mường Thanh,Dien Bien,Dien Bien Phu,Muong Thanh,Dien Bien Province,Dien Bien Phu City,Muong Thanh Ward,Dien Bien Phu,Muong Thanh,Thành phố,Phường,City,Ward
Điện Biên,Điện Biên Phủ,Nam Thanh,Tỉnh Điện Biên,Thành phố Điện Biên Phủ,Phường Nam Thanh,Điện Biên Phủ,Nam Thanh,Dien Bien,Dien Bien Phu,Nam Thanh,Dien Bien Province,Dien Bien Phu City,Nam Thanh Ward,Dien Bien Phu,Nam Thanh,Thành phố,Phường,City,Ward
Điện Biên,Điện Biên Phủ,Thanh Trường,Tỉnh Điện Biên,Thành phố Điện Biên Phủ,Phường Thanh Trường,Điện Biên Phủ,Thanh Trường,Dien Bien,Dien Bien Phu,Thanh Truong,Dien Bien Province,Dien Bien Phu City,Thanh Truong Ward,Dien Bien Phu,Thanh Truong,Thành phố,Phường,City,Ward
Điện Biên,Điện Biên Phủ,Thanh Minh,Tỉnh Điện Biên,Thành phố Điện Biên Phủ,Xã Thanh Minh,Điện Biên Phủ,Thanh Minh,Dien Bien,Dien Bien Phu,Thanh Minh,Dien Bien Province,Dien Bien Phu City,Thanh Minh Commune,Dien Bien Phu,Thanh Minh,Thành phố,Xã,City,Commune
Điện Biên,Điện Biên Phủ,Nà Tấu,Tỉnh Điện Biên,Thành phố Điện Biên Phủ,Xã Nà Tấu,Điện Biên Phủ,Nà Tấu,Dien Bien,Dien Bien Phu,Na Tau,Dien Bien Province,Dien Bien Phu City,Na Tau Commune,Dien Bien Phu,Na Tau,Thành phố,Xã,City,Commune
Điện Biên,Điện Biên Phủ,Nà Nhạn,Tỉnh Điện Biên,Thành phố Điện Biên Phủ,Xã Nà Nhạn,Điện Biên Phủ,Nà Nhạn,Dien Bien,Dien Bien Phu,Na Nhan,Dien Bien Province,Dien Bien Phu City,Na Nhan Commune,Dien Bien Phu,Na Nhan,Thành phố,Xã,City,Commune
Điện Biên,Điện Biên Phủ,Mường Phăng,Tỉnh Điện Biên,Thành phố Điện Biên Phủ,Xã Mường Phăng,Điện Biên Phủ,Mường Phăng,Dien Bien,Dien Bien Phu,Muong Phang,Dien Bien Province,Dien Bien Phu City,Muong Phang Commune,Dien Bien Phu,Muong Phang,Thành phố,Xã,City,Commune
Điện Biên,Điện Biên Phủ,Pá Khoang,Tỉnh Điện Biên,Thành phố Điện Biên Phủ,Xã Pá Khoang,Điện Biên Phủ,Pá Khoang,Dien Bien,Dien Bien Phu,Pa Khoang,Dien Bien Province,Dien Bien Phu City,Pa Khoang Commune,Dien Bien Phu,Pa Khoang,Thành phố,Xã,City,Commune
Điện Biên,Mường Lay,Sông Đà,Tỉnh Điện Biên,Thị xã Mường Lay,Phường Sông Đà,Mường Lay,Sông Đà,Dien Bien,Muong Lay,Song Da,Dien Bien Province,Muong Lay Town,Song Da Ward,Muong Lay,Song Da,Thị xã,Phường,Town,Ward
